Product_name, Category, Subcategory, SearchTerm, Rating, Reviews, Product_Url
New!Amazon - Fire TV Cube 16GB (2nd Gen) Streaming Media Player and Amazon Ring Video Doorbell 2 (Satin Nickel) Package,Phones,Amazon,Amazon Kindle Fire,0,New Product,https://www.bestbuy.com/site/amazon-fire-tv-cube-16gb-2nd-gen-streaming-media-player-and-amazon-ring-video-doorbell-2-satin-nickel-package/9999300000000440.p?skuId=9999300000000440
Insignia(tm) - 50" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.7,2793,https://www.bestbuy.com/site/insignia-50-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition/6245704.p?skuId=6245704
Insignia(tm) - 43" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.6,1677,https://www.bestbuy.com/site/insignia-43-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition/6245701.p?skuId=6245701
Insignia(tm) - 55" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.7,2977,https://www.bestbuy.com/site/insignia-55-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition/6245800.p?skuId=6245800
Toshiba - 43" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.6,3671,https://www.bestbuy.com/site/toshiba-43-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition/6194907.p?skuId=6194907
Amazon - Fire TV Cube 4K Streaming Media Player with Alexa and All-New Alexa Voice Remote - Black,Phones,Amazon,Amazon Kindle Fire,4.6,1190,https://www.bestbuy.com/site/amazon-fire-tv-cube-4k-streaming-media-player-with-alexa-and-all-new-alexa-voice-remote-black/6301669.p?skuId=6301669
Amazon - Fire HD 10 - 10.1" - Tablet - 32GB 7th Generation| 2017 Release - Black,Phones,Amazon,Amazon Kindle Fire,4.6,3685,https://www.bestbuy.com/site/amazon-fire-hd-10-10-1-tablet-32gb-7th-generation-2017-release-black/5998900.p?skuId=5998900
Toshiba - 50" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.6,1905,https://www.bestbuy.com/site/toshiba-50-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition/6194909.p?skuId=6194909
Toshiba - 55" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.5,2649,https://www.bestbuy.com/site/toshiba-55-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition/6194911.p?skuId=6194911
Amazon - Fire TV Stick Streaming Media Player with Alexa Voice Remote & Echo Dot (3rd Gen) - Charcoal,Phones,Amazon,Amazon Kindle Fire,0,Product-We can not make reviews,https://www.bestbuy.com/site/amazon-fire-tv-stick-streaming-media-player-with-alexa-voice-remote-echo-dot-3rd-gen-charcoal/9999300000000353.p?skuId=9999300000000353
Amazon - Fire TV Stick 4K Streaming Media Player with Alexa Voice Remote & Echo Dot (3rd Gen) - Charcoal,Phones,Amazon,Amazon Kindle Fire,0,Product-We can not make reviews,https://www.bestbuy.com/site/amazon-fire-tv-stick-4k-streaming-media-player-with-alexa-voice-remote-echo-dot-3rd-gen-charcoal/9999300000000231.p?skuId=9999300000000231
New!Amazon - Fire TV Stick 4K Streaming Media Player & Mohu Leaf 50 Indoor Amplified HDTV Antenna Package,Phones,Amazon,Amazon Kindle Fire,0,New Product,https://www.bestbuy.com/site/amazon-fire-tv-stick-4k-streaming-media-player-mohu-leaf-50-indoor-amplified-hdtv-antenna-package/9999300000000394.p?skuId=9999300000000394
New!Amazon - Two Fire TV Stick 4K Streaming Media Players with Alexa Voice Remote,Phones,Amazon,Amazon Kindle Fire,0,New Product,https://www.bestbuy.com/site/amazon-two-fire-tv-stick-4k-streaming-media-players-with-alexa-voice-remote/9999300000000230.p?skuId=9999300000000230
Amazon - Two Fire TV Stick Streaming Media Players with All-New Alexa Voice Remote,Phones,Amazon,Amazon Kindle Fire,0,Product-We can not make reviews,https://www.bestbuy.com/site/amazon-two-fire-tv-stick-streaming-media-players-with-all-new-alexa-voice-remote/9999300000000303.p?skuId=9999300000000303
Package - Amazon - Fire TV Stick 4K with all-new Alexa Voice Remote| Streaming Media Player - Black (2 pack),Phones,Amazon,Amazon Kindle Fire,4.8,8024,https://www.bestbuy.com/site/combo/streaming-media-devices/ad4fea58-4f47-4a07-a32e-a0e18bca06f6
Amazon - All-New Alexa Voice Remote with Power and Volume Controls,Phones,Amazon,Amazon Kindle Fire,4.6,425,https://www.bestbuy.com/site/amazon-all-new-alexa-voice-remote-with-power-and-volume-controls/6302288.p?skuId=6302288
Sideclick - Universal Remote Attachment for Amazon Fire TV 1st & 2nd Gen| 4k Stick| Stick| Cube| Fire TV with 4K| Alexa Voice Remote - Black,Phones,Amazon,Amazon Kindle Fire,4.5,983,https://www.bestbuy.com/site/sideclick-universal-remote-attachment-for-amazon-fire-tv-1st-2nd-gen-4k-stick-stick-cube-fire-tv-with-4k-alexa-voice-remote-black/5446400.p?skuId=5446400
SaharaCase - Custom Design Smart Folio Case for Amazon Kindle Fire HD 8 - Blue Marble,Phones,Amazon,Amazon Kindle Fire,4.6,5,https://www.bestbuy.com/site/saharacase-custom-design-smart-folio-case-for-amazon-kindle-fire-hd-8-blue-marble/6359645.p?skuId=6359645
SaharaCase - ZeroDamage Screen Protector for Amazon Kindle Fire HD 8 - Clear,Phones,Amazon,Amazon Kindle Fire,4.2,21,https://www.bestbuy.com/site/saharacase-zerodamage-screen-protector-for-amazon-kindle-fire-hd-8-clear/6221526.p?skuId=6221526
Fire on the Amazon [DVD] [1993],Phones,Amazon,Amazon Kindle Fire,5,1,https://www.bestbuy.com/site/fire-on-the-amazon-dvd-1993/18900375.p?skuId=18900375
SaharaCase - SaharaBasics Folio Case for Amazon Kindle Fire HD 10 (2017/2018 Release) - Aqua,Phones,Amazon,Amazon Kindle Fire,0,Not yet reviewed,https://www.bestbuy.com/site/saharacase-saharabasics-folio-case-for-amazon-kindle-fire-hd-10-2017-2018-release-aqua/6359635.p?skuId=6359635
SaharaCase - SaharaBasics Folio Case for Amazon Kindle Fire HD 8 (2017/2018 Release) - Aqua,Phones,Amazon,Amazon Kindle Fire,0,Not yet reviewed,https://www.bestbuy.com/site/saharacase-saharabasics-folio-case-for-amazon-kindle-fire-hd-8-2017-2018-release-aqua/6359619.p?skuId=6359619
SaharaCase - Clear Case with Glass Screen Protector for Amazon Kindle Fire 7 (2017/2019) - Clear Rose Gold,Phones,Amazon,Amazon Kindle Fire,0,Not yet reviewed,https://www.bestbuy.com/site/saharacase-clear-case-with-glass-screen-protector-for-amazon-kindle-fire-7-2017-2019-clear-rose-gold/6221519.p?skuId=6221519
SaharaCase - Case with Glass Screen Protector for Amazon Kindle Fire HD 8 (7th Generation - 2017 release) - Clear Rose Gold,Phones,Amazon,Amazon Kindle Fire,4.3,3,https://www.bestbuy.com/site/saharacase-case-with-glass-screen-protector-for-amazon-kindle-fire-hd-8-7th-generation-2017-release-clear-rose-gold/6221503.p?skuId=6221503
Insignia(tm) - Fire TV Stick and Fire TV Stick 4K Remote Cover - Orange,Phones,Amazon,Amazon Kindle Fire,4.7,522,https://www.bestbuy.com/site/insignia-fire-tv-stick-and-fire-tv-stick-4k-remote-cover-orange/6319120.p?skuId=6319120
CTA - Gooseneck Stand with Casters for Most 9.7" - 10.5" Tablets - Black,Phones,Amazon,Amazon Kindle Fire,4.1,7,https://www.bestbuy.com/site/cta-gooseneck-stand-with-casters-for-most-9-7-10-5-tablets-black/5600002.p?skuId=5600002
Insignia(tm) - Folio Case for Amazon Fire 7 (7th Generation| 2017 Release) - Purple,Phones,Amazon,Amazon Kindle Fire,4.5,232,https://www.bestbuy.com/site/insignia-folio-case-for-amazon-fire-7-7th-generation-2017-release-purple/5869431.p?skuId=5869431
Amazon - Folio Case for Amazon Fire HD 10 (7th Generation) - Charcoal Black,Phones,Amazon,Amazon Kindle Fire,4.6,653,https://www.bestbuy.com/site/amazon-folio-case-for-amazon-fire-hd-10-7th-generation-charcoal-black/6091106.p?skuId=6091106
Amazon - Cover Case for Amazon Fire 7 (7th Generation| 2017 Release) - Punch Red,Phones,Amazon,Amazon Kindle Fire,4.6,258,https://www.bestbuy.com/site/amazon-cover-case-for-amazon-fire-7-7th-generation-2017-release-punch-red/5888517.p?skuId=5888517
Amazon - Cover Case for Amazon Fire HD 10 (7th and 9th Generations - 2017 and 2019 Releases) - Twilight Blue,Phones,Amazon,Amazon Kindle Fire,5,1,https://www.bestbuy.com/site/amazon-cover-case-for-amazon-fire-hd-10-7th-and-9th-generations-2017-and-2019-releases-twilight-blue/6384745.p?skuId=6384745
New!iBUYPOWER - Gaming Desktop - Intel Core i7 - 8700 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB HDD + 240GB SSD - Black,Phones,ZTE,ZTE Grand X View 2,0,New Product,https://www.bestbuy.com/site/ibuypower-gaming-desktop-intel-core-i7-8700-16gb-memory-nvidia-geforce-gtx-1070-1tb-hdd-240gb-ssd-black/6389791.p?skuId=6389791
ViewSonic - PA502X XGA DLP Projector - Black/white,Phones,ZTE,ZTE Grand X View 2,5,2,https://www.bestbuy.com/site/viewsonic-pa502x-xga-dlp-projector-black-white/6131430.p?skuId=6131430
ViewSonic - PG703X XGA DLP Projector - White,Phones,ZTE,ZTE Grand X View 2,0,Not yet reviewed,https://www.bestbuy.com/site/viewsonic-pg703x-xga-dlp-projector-white/6131429.p?skuId=6131429
ViewSonic - PA503X XGA DLP Projector - White,Phones,ZTE,ZTE Grand X View 2,0,Not yet reviewed,https://www.bestbuy.com/site/viewsonic-pa503x-xga-dlp-projector-white/5947147.p?skuId=5947147
HP - 25x 24.5" LED FHD Monitor - Gray/Green,Phones,ZTE,ZTE Grand X View 2,4.7,526,https://www.bestbuy.com/site/hp-25x-24-5-led-fhd-monitor-gray-green/6280605.p?skuId=6280605
Ring - Spotlight Cam Wire-free 2-Pack - White,Phones,ZTE,ZTE Grand X View 2,4.5,2341,https://www.bestbuy.com/site/ring-spotlight-cam-wire-free-2-pack-white/5973305.p?skuId=5973305
Sony - 85" Class - LED - X850G Series - 2160p - Smart - 4K UHD TV with HDR,Phones,ZTE,ZTE Grand X View 2,4.8,177,https://www.bestbuy.com/site/sony-85-class-led-x850g-series-2160p-smart-4k-uhd-tv-with-hdr/6331606.p?skuId=6331606
ViewSonic - 19" LED Monitor,Phones,ZTE,ZTE Grand X View 2,4.5,8,https://www.bestbuy.com/site/viewsonic-19-led-monitor/6335320.p?skuId=6335320
Ring - Peephole with Chime - Satin Nickel,Phones,ZTE,ZTE Grand X View 2,4,1,https://www.bestbuy.com/site/ring-peephole-with-chime-satin-nickel/6374438.p?skuId=6374438
Optoma - X600 XGA DLP Projector - Silver,Phones,ZTE,ZTE Grand X View 2,4.3,3,https://www.bestbuy.com/site/optoma-x600-xga-dlp-projector-silver/6800559.p?skuId=6800559
Optoma - HD243X 1080p DLP Projector - Black,Phones,ZTE,ZTE Grand X View 2,5,1,https://www.bestbuy.com/site/optoma-hd243x-1080p-dlp-projector-black/6379624.p?skuId=6379624
Kaiser Baas - HD Action Camera - Black,Phones,ZTE,ZTE Grand X View 2,4.7,3,https://www.bestbuy.com/site/kaiser-baas-hd-action-camera-black/6303685.p?skuId=6303685
HP - OMEN X by HP 27" LED QHD FreeSync Monitor with HDR - Black,Phones,ZTE,ZTE Grand X View 2,0,Not yet reviewed,https://www.bestbuy.com/site/hp-omen-x-by-hp-27-led-qhd-freesync-monitor-with-hdr-black/6384481.p?skuId=6384481
Optoma - HD143X 1080p DLP Projector - Black,Phones,ZTE,ZTE Grand X View 2,4.5,39,https://www.bestbuy.com/site/optoma-hd143x-1080p-dlp-projector-black/6188341.p?skuId=6188341
Texas Instruments - TI-Nspire CX II Handheld Graphing Calculator,Phones,ZTE,ZTE Grand X View 2,4.6,59,https://www.bestbuy.com/site/texas-instruments-ti-nspire-cx-ii-handheld-graphing-calculator/6345159.p?skuId=6345159
Midland - X-Talker 26-Mile| 22-Channel FRS/GMRS 2-Way Radios (3-Pack),Phones,ZTE,ZTE Grand X View 2,4.3,4,https://www.bestbuy.com/site/midland-x-talker-26-mile-22-channel-frs-gmrs-2-way-radios-3-pack/6220657.p?skuId=6220657
ViewSonic - 27" LED HD FreeSync Monitor,Phones,ZTE,ZTE Grand X View 2,4.7,36,https://www.bestbuy.com/site/viewsonic-27-led-hd-freesync-monitor/4935301.p?skuId=4935301
Night Owl - C20X Series 8-Channel| 4-Camera Indoor/Outdoor Wired 1080p 1TB DVR Surveillance System - White/Black,Phones,ZTE,ZTE Grand X View 2,4.2,112,https://www.bestbuy.com/site/night-owl-c20x-series-8-channel-4-camera-indoor-outdoor-wired-1080p-1tb-dvr-surveillance-system-white-black/6332959.p?skuId=6332959
Kaiser Baas - HD Action Camera - Black,Phones,ZTE,ZTE Grand X View 2,4,1,https://www.bestbuy.com/site/kaiser-baas-hd-action-camera-black/6361094.p?skuId=6361094
Kaiser Baas - HD Action Camera - Black,Phones,ZTE,ZTE Grand X View 2,5,4,https://www.bestbuy.com/site/kaiser-baas-hd-action-camera-black/6303680.p?skuId=6303680
